"source_group","target_group","ligand","receptor","score","ligand_avg","receptor_avg","ligand_pct","receptor_pct"
"CNV_Subclone_05","T_NK_CD4+ T regulatory","MIF","CD74",6.11869445752777,2.59194329842544,2.8161165104684,0.916666666666667,0.914473684210526
"CNV_Subclone_02","Myeloid_Macro-LYVE1","TIMP1","CD63",6.11738443769745,3.00434822873634,2.17804324978904,0.990662931839402,0.943676395289298
"Myeloid_Macro-C3/CX3CR1","CNV_Subclone_04","C3","IFITM3",6.08535515844428,2.03441182429775,3.47214608066637,0.875481386392811,0.984015984015984
"CNV_Subclone_03","Myeloid_Macro-MCEMP1","RPS19","C5AR1",6.08347375406738,4.18973211623006,1.70847106399205,0.999020568070519,0.850713501646542
"CNV_Subclone_04","T_NK_CD56bright regulatory","MIF","CD74",6.07890053459237,2.66794014087478,2.60922390759374,0.99000999000999,0.882059800664452
"Myeloid_Macro-THBS1","CNV_Subclone_04","TIMP1","CD63",6.07174905424836,3.83093224274777,1.67696768720093,0.996902106567534,0.948051948051948
"CNV_Subclone_01","T_NK_¦Ã¦ÄT","MIF","CD74",6.07042881916641,2.54125547300835,3.0508780648483,0.829113924050633,0.944347826086957
"CNV_Subclone_02","Myeloid_Proliferating Myeloid","TIMP1","CD63",6.04448179683233,3.00434822873634,2.11628415881446,0.990662931839402,0.959641255605381
"Myeloid_Macro-C3/CX3CR1","CNV_Subclone_05","C3","IFITM3",6.00586331099934,2.03441182429775,3.44376124929823,0.875481386392811,0.979166666666667
"CNV_Subclone_02","Myeloid_Macro-MCEMP1","TIMP1","CD63",5.97755290041183,3.00434822873634,2.14998813149049,0.990662931839402,0.934138309549945
"CNV_Subclone_02","Myeloid_Macro-THBS1","TIMP1","CD63",5.93741776077198,3.00434822873634,2.12106112111478,0.990662931839402,0.940520446096654
"CNV_Subclone_04","Myeloid_Interferon-Responsive Myeloid","TIMP1","CD63",5.91785885196173,2.35922082782401,2.67428539375647,0.947052947052947,0.990407673860911
"CNV_Subclone_05","Myeloid_Interferon-Responsive Myeloid","TIMP1","CD63",5.89279683585368,2.60469634101056,2.67428539375647,0.854166666666667,0.990407673860911
"CNV_Subclone_02","T_NK_CD56bright regulatory","MIF","CD74",5.85166516763889,2.56651718010494,2.60922390759374,0.990662931839402,0.882059800664452
"CNV_Subclone_04","B_PC_IGHG","MIF","CD74",5.81362703493793,2.66794014087478,2.224810535442,0.99000999000999,0.98932384341637
"Myeloid_Macro-MCEMP1","CNV_Subclone_05","TIMP1","CD63",5.79383374351321,4.4748490356526,1.75257861975601,0.998902305159166,0.739583333333333
"CNV_Subclone_01","Macrophages","MIF","CD74",5.78227966379697,2.54125547300835,3.35149696638882,0.829113924050633,0.818837505303352
"CNV_Subclone_02","Myeloid_Macro-TIMD4","TIMP1","CD63",5.77921041199514,3.00434822873634,2.09979463333712,0.990662931839402,0.924731182795699
"CNV_Subclone_05","T_NK_CD56dim cytotoxic NK","MIF","CD74",5.73507983031582,2.59194329842544,2.61789708927336,0.916666666666667,0.922040423484119
"CNV_Subclone_03","T_NK_CD8+ T effector","MIF","CD74",5.69193719870995,3.0661623920733,2.46963453411123,0.969637610186092,0.77521613832853
"Monocytes","CNV_Subclone_02","TIMP1","CD63",5.60980992516602,3.19362939463983,1.88767337081777,0.981884057971015,0.947712418300654
"CNV_Subclone_02","B_PC_IGHG","MIF","CD74",5.59630785606714,2.56651718010494,2.224810535442,0.990662931839402,0.98932384341637
"CNV_Subclone_01","T_NK_CD8+ T CXCL13","MIF","CD74",5.49675839871308,2.54125547300835,2.90619843050884,0.829113924050633,0.897674418604651
"CNV_Subclone_05","T_NK_CD56bright regulatory","MIF","CD74",5.46822422775124,2.59194329842544,2.60922390759374,0.916666666666667,0.882059800664452
"CNV_Subclone_02","Myeloid_cDC1","APP","CD74",5.43940229273617,1.04072382890921,6.63227775258739,0.788048552754435,1
"CNV_Subclone_03","NK cells","MIF","CD74",5.42725588973997,3.0661623920733,2.39200064438523,0.969637610186092,0.763157894736842
"CNV_Subclone_01","T_NK_CD4+ T regulatory","MIF","CD74",5.42605718895117,2.54125547300835,2.8161165104684,0.829113924050633,0.914473684210526
"CNV_Subclone_02","Myeloid_Macro-MCEMP1","RPS19","C5AR1",5.38647159315312,3.70953193131519,1.70847106399205,0.99906629318394,0.850713501646542
"CNV_Subclone_04","Myeloid_Macro-MCEMP1","RPS19","C5AR1",5.37952905492746,3.72735705706964,1.70847106399205,0.993006993006993,0.850713501646542
"Smooth_muscle_cells","CNV_Subclone_02","TIMP1","CD63",5.35811692855591,3.23772741439177,1.88767337081777,0.925056978147205,0.947712418300654
"CNV_Subclone_02","CNV_Subclone_02","TIMP1","CD63",5.3245094648372,3.00434822873634,1.88767337081777,0.990662931839402,0.947712418300654
"CNV_Subclone_05","Myeloid_Macro-MCEMP1","RPS19","C5AR1",5.28820021690768,3.63845440080103,1.70847106399205,1,0.850713501646542
"CNV_Subclone_05","B_PC_IGHG","MIF","CD74",5.22959966570483,2.59194329842544,2.224810535442,0.916666666666667,0.98932384341637
"Myeloid_Macro-LYVE1","CNV_Subclone_02","TIMP1","CD63",5.20155432610332,2.9714694815471,1.88767337081777,0.978494623655914,0.947712418300654
"CNV_Subclone_04","Myeloid_Macro-C3/CX3CR1","TIMP1","CD63",5.17613514000598,2.35922082782401,2.40945263286909,0.947052947052947,0.961489088575096
"CNV_Subclone_05","Myeloid_Macro-C3/CX3CR1","TIMP1","CD63",5.15421430926273,2.60469634101056,2.40945263286909,0.854166666666667,0.961489088575096
"CNV_Subclone_02","Myeloid_Macro-Inflammatory_M1","TIMP1","CD63",5.14697417791539,3.00434822873634,1.99766479433893,0.990662931839402,0.865671641791045
"CNV_Subclone_03","T_NK_CD4+ T effector","MIF","CD74",5.13168280168013,3.0661623920733,2.00617894840994,0.969637610186092,0.860370537731586
